Unnamed: 0,Age,Sex,Job,Housing,Credit_amount,Duration,Purpose,Risk,Age_Group,Risk_int
493,38,male,2,own,368,6,radio/TV,good,Young Adults,1
494,39,male,1,rent,2122,12,car,good,Young Adults,1
495,20,male,2,own,2996,24,furniture/equipment,bad,Young,0
496,29,male,3,rent,9034,36,furniture/equipment,bad,Young,0
497,40,male,2,own,1585,24,furniture/equipment,good,Young Adults,1
498,32,male,1,own,1301,18,radio/TV,good,Young Adults,1
499,28,male,2,own,1323,6,car,good,Young,1
500,27,female,2,own,3123,24,car,bad,Young,0
501,42,male,2,free,5493,36,car,good,Senior,1
502,49,male,2,own,1126,9,radio/TV,good,Senior,1
503,38,male,2,own,1216,24,radio/TV,bad,Young Adults,0
504,24,female,2,rent,1207,24,car,bad,Young,0
505,27,male,1,own,1309,10,car,bad,Young,0
506,36,male,2,own,2360,15,car,good,Young Adults,1
507,34,male,3,own,6850,15,car,bad,Young Adults,0
508,28,male,2,own,1413,24,radio/TV,good,Young,1
509,45,male,3,own,8588,39,car,good,Senior,1
510,26,male,2,own,759,12,car,bad,Young,0
511,32,male,3,free,4686,36,car,good,Young Adults,1
512,26,male,2,rent,2687,15,business,good,Young,1
513,20,male,2,rent,585,12,radio/TV,good,Young,1
514,54,male,2,own,2255,24,car,good,Senior,1
515,37,female,2,own,609,6,car,good,Young Adults,1
516,40,male,1,own,1361,6,car,good,Young Adults,1
517,23,female,2,rent,7127,36,furniture/equipment,bad,Young,0
518,43,male,2,own,1203,6,car,good,Senior,1
519,36,male,2,free,700,6,radio/TV,good,Young Adults,1
520,44,male,2,free,5507,24,repairs,good,Senior,1
521,24,female,2,own,3190,18,radio/TV,bad,Young,0
522,53,male,2,free,7119,48,furniture/equipment,bad,Senior,0
523,23,female,2,own,3488,24,car,good,Young,1
524,26,female,1,own,1113,18,radio/TV,good,Young,1
525,30,male,2,own,7966,26,car,good,Young Adults,1
526,31,female,2,own,1532,15,education,good,Young Adults,1
527,42,male,1,own,1503,4,radio/TV,good,Senior,1
528,31,male,2,rent,2302,36,radio/TV,bad,Young Adults,0
529,41,male,1,own,662,6,car,good,Senior,1
530,32,male,2,own,2273,36,education,good,Young Adults,1
531,28,female,2,rent,2631,15,car,bad,Young,0
532,41,male,2,rent,1503,12,car,good,Senior,1
533,26,male,2,own,1311,24,radio/TV,good,Young,1
534,25,male,2,own,3105,24,radio/TV,good,Young,1
535,33,male,2,rent,2319,21,education,bad,Young Adults,0
536,75,female,3,own,1374,6,car,good,Elder,1
537,37,female,2,own,3612,18,furniture/equipment,good,Young Adults,1
538,42,male,3,free,7763,48,car,bad,Senior,0
539,45,female,1,own,3049,18,furniture/equipment,good,Senior,1
540,23,male,2,rent,1534,12,radio/TV,bad,Young,0
541,60,male,2,free,2032,24,car,good,Elder,1
542,31,male,2,own,6350,30,furniture/equipment,bad,Young Adults,0
543,34,male,1,own,2864,18,furniture/equipment,bad,Young Adults,0
544,61,male,1,own,1255,12,car,good,Elder,1
545,43,male,2,free,1333,24,car,bad,Senior,0
546,37,female,2,own,2022,24,car,good,Young Adults,1
547,32,male,2,own,1552,24,radio/TV,good,Young Adults,1
548,24,female,1,own,626,12,radio/TV,bad,Young,0
549,35,male,2,free,8858,48,car,good,Young Adults,1
550,23,female,2,own,996,12,repairs,good,Young,1
551,45,male,1,own,1750,6,radio/TV,good,Senior,1
552,34,male,2,own,6999,48,radio/TV,bad,Young Adults,0
553,27,male,2,own,1995,12,car,good,Young,1
554,67,female,3,own,1199,9,education,good,Elder,1
555,22,male,2,own,1331,12,radio/TV,bad,Young,0
556,28,female,2,own,2278,18,car,bad,Young,0
557,29,female,2,own,5003,21,car,bad,Young,0
558,27,male,2,own,3552,24,furniture/equipment,bad,Young,0
559,31,male,1,own,1928,18,furniture/equipment,bad,Young Adults,0
560,49,male,2,free,2964,24,car,good,Senior,1
561,24,male,1,rent,1546,24,radio/TV,bad,Young,0
562,29,female,2,own,683,6,radio/TV,good,Young,1
563,37,male,2,free,12389,36,car,bad,Young Adults,0
564,37,male,3,own,4712,24,business,good,Young Adults,1
565,23,female,2,rent,1553,24,radio/TV,good,Young,1
566,36,male,2,own,1372,12,car,bad,Young Adults,0
567,34,male,2,own,2578,24,radio/TV,good,Young Adults,1
568,41,male,2,own,3979,48,radio/TV,good,Senior,1
569,31,female,2,own,6758,48,radio/TV,bad,Young Adults,0
570,23,female,1,rent,3234,24,furniture/equipment,bad,Young,0
571,38,male,2,own,5954,30,radio/TV,good,Young Adults,1
572,26,female,3,rent,5433,24,car,good,Young,1
573,22,female,1,own,806,15,business,good,Young,1
574,27,male,1,own,1082,9,radio/TV,good,Young,1
575,24,female,2,own,2788,15,furniture/equipment,good,Young,1
576,27,female,2,own,2930,12,radio/TV,good,Young,1
577,33,female,2,own,1927,24,education,good,Young Adults,1
578,27,male,2,own,2820,36,car,bad,Young,0
579,27,male,1,own,937,24,education,good,Young,1
580,30,male,2,own,1056,18,car,bad,Young Adults,0
581,49,male,1,own,3124,12,car,good,Senior,1
582,26,female,2,rent,1388,9,furniture/equipment,good,Young,1
583,33,male,1,rent,2384,36,repairs,bad,Young Adults,0
584,52,female,3,free,2133,12,car,good,Senior,1
585,20,female,2,rent,2039,18,furniture/equipment,bad,Young,0
586,36,male,2,rent,2799,9,car,good,Young Adults,1
587,21,male,1,own,1289,12,furniture/equipment,good,Young,1
588,47,male,1,own,1217,18,domestic appliances,bad,Senior,0
589,60,male,2,own,2246,12,furniture/equipment,bad,Elder,0
590,58,female,1,own,385,12,radio/TV,good,Elder,1
591,42,female,2,rent,1965,24,car,good,Senior,1
592,36,female,1,own,1572,21,business,good,Young Adults,1
593,20,female,1,rent,2718,24,car,bad,Young,0
594,40,male,3,own,1358,24,vacation/others,bad,Young Adults,0
595,32,female,1,own,931,6,car,bad,Young Adults,0
596,23,female,2,rent,1442,24,car,bad,Young,0
597,36,male,1,own,4241,24,business,bad,Young Adults,0
598,31,male,2,own,2775,18,car,bad,Young Adults,0
599,32,male,2,free,3863,24,business,good,Young Adults,1
600,45,female,2,own,2329,7,radio/TV,good,Senior,1
601,30,female,2,own,918,9,furniture/equipment,bad,Young Adults,0
602,34,female,1,free,1837,24,education,bad,Young Adults,0
603,28,female,3,own,3349,36,furniture/equipment,bad,Young,0
604,23,female,2,own,1275,10,furniture/equipment,good,Young,1
605,22,male,2,own,2828,24,furniture/equipment,good,Young,1
606,74,male,3,own,4526,24,business,good,Elder,1
607,50,female,2,free,2671,36,radio/TV,bad,Senior,0
608,33,male,2,own,2051,18,radio/TV,good,Young Adults,1
609,45,male,2,free,1300,15,car,good,Senior,1
610,22,female,2,own,741,12,domestic appliances,bad,Young,0
611,48,female,1,free,1240,10,car,bad,Senior,0
612,29,female,2,own,3357,21,radio/TV,good,Young,1
613,22,female,2,rent,3632,24,car,good,Young,1
614,22,female,2,own,1808,18,furniture/equipment,bad,Young,0
615,48,male,3,own,12204,48,business,good,Senior,1
616,27,male,3,free,9157,60,radio/TV,good,Young,1
617,37,male,2,rent,3676,6,car,good,Young Adults,1
618,21,female,2,rent,3441,30,furniture/equipment,bad,Young,0
619,49,male,1,own,640,12,car,good,Senior,1
620,27,male,2,own,3652,21,business,good,Young,1
621,32,male,2,own,1530,18,car,bad,Young Adults,0
622,38,male,2,own,3914,48,business,bad,Young Adults,0
623,22,female,2,rent,1858,12,furniture/equipment,good,Young,1
624,65,male,2,free,2600,18,radio/TV,bad,Elder,0
625,35,male,2,own,1979,15,radio/TV,good,Young Adults,1
626,41,male,2,own,2116,6,furniture/equipment,good,Senior,1
627,29,male,2,own,1437,9,car,bad,Young,0
628,36,male,2,own,4042,42,furniture/equipment,good,Young Adults,1
629,64,male,1,own,3832,9,education,good,Elder,1
630,28,female,2,own,3660,24,radio/TV,good,Young,1
631,44,male,2,own,1553,18,furniture/equipment,bad,Senior,0
632,23,male,2,own,1444,15,radio/TV,good,Young,1
633,19,female,2,rent,1980,9,furniture/equipment,bad,Young,0
634,25,female,1,own,1355,24,car,bad,Young,0
635,47,male,2,own,1393,12,education,good,Senior,1
636,28,female,2,own,1376,24,radio/TV,good,Young,1
637,21,male,2,own,15653,60,radio/TV,good,Young,1
638,34,female,2,own,1493,12,radio/TV,good,Young Adults,1
639,26,male,2,own,4370,42,radio/TV,bad,Young,0
640,27,female,0,own,750,18,education,bad,Young,0
641,38,male,1,own,1308,15,repairs,good,Young Adults,1
642,40,male,3,own,4623,15,education,bad,Young Adults,0
643,33,male,2,own,1851,24,radio/TV,good,Young Adults,1
644,32,male,3,own,1880,18,radio/TV,good,Young Adults,1
645,27,male,2,rent,7980,36,business,bad,Young,0
646,32,male,2,own,4583,30,furniture/equipment,good,Young Adults,1
647,26,female,2,own,1386,12,car,bad,Young,0
648,38,male,2,free,947,24,car,bad,Young Adults,0
649,40,male,1,rent,684,12,education,bad,Young Adults,0
650,50,male,3,free,7476,48,education,good,Senior,1
651,37,male,1,own,1922,12,furniture/equipment,bad,Young Adults,0
652,45,male,2,own,2303,24,car,bad,Senior,0
653,42,male,3,own,8086,36,car,bad,Senior,0
654,35,male,2,own,2346,24,car,good,Young Adults,1
655,22,male,2,free,3973,14,car,good,Young,1
656,41,male,1,own,888,12,car,bad,Senior,0
657,37,male,2,own,10222,48,radio/TV,good,Young Adults,1
658,28,female,2,own,4221,30,business,good,Young,1
659,41,male,2,own,6361,18,furniture/equipment,good,Senior,1
660,23,male,2,rent,1297,12,radio/TV,good,Young,1
661,23,male,2,own,900,12,car,bad,Young,0
662,50,male,2,own,2241,21,furniture/equipment,good,Senior,1
663,35,male,3,own,1050,6,furniture/equipment,good,Young Adults,1
664,50,female,1,own,1047,6,education,good,Senior,1
665,27,male,3,own,6314,24,vacation/others,good,Young,1
666,34,male,2,own,3496,30,furniture/equipment,good,Young Adults,1
667,27,female,2,own,3609,48,business,good,Young,1
668,43,male,2,rent,4843,12,car,bad,Senior,0
669,47,male,2,own,3017,30,radio/TV,good,Senior,1
670,27,male,1,own,4139,24,business,good,Young,1
671,31,male,2,own,5742,36,business,good,Young Adults,1
672,42,male,3,own,10366,60,car,good,Senior,1
673,24,male,2,own,2080,6,car,good,Young,1
674,41,male,1,own,2580,21,business,bad,Senior,0
675,26,female,3,rent,4530,30,radio/TV,good,Young,1
676,33,male,2,own,5150,24,furniture/equipment,good,Young Adults,1
677,24,male,2,own,5595,72,radio/TV,bad,Young,0
678,64,male,1,rent,2384,24,radio/TV,good,Elder,1
679,26,female,2,own,1453,18,radio/TV,good,Young,1
680,56,female,2,own,1538,6,education,good,Elder,1
681,37,male,2,free,2279,12,radio/TV,good,Young Adults,1
682,33,male,2,own,1478,15,radio/TV,good,Young Adults,1
683,47,male,2,free,5103,24,radio/TV,good,Senior,1
684,31,male,1,own,9857,36,business,good,Young Adults,1
685,34,male,2,free,6527,60,car,good,Young Adults,1
686,27,male,2,own,1347,10,radio/TV,good,Young,1
687,30,male,2,free,2862,36,car,good,Young Adults,1
688,35,male,2,own,2753,9,radio/TV,good,Young Adults,1
689,31,male,2,own,3651,12,car,good,Young Adults,1
690,25,male,2,own,975,15,furniture/equipment,good,Young,1
691,25,female,1,own,2631,15,repairs,good,Young,1
692,29,male,2,own,2896,24,radio/TV,good,Young,1
693,44,male,1,own,4716,6,car,good,Senior,1
694,28,male,2,own,2284,24,radio/TV,good,Young,1
695,50,male,2,rent,1236,6,car,good,Senior,1
696,29,male,2,own,1103,12,radio/TV,good,Young,1
697,38,female,0,own,926,12,car,good,Young Adults,1
698,24,male,2,own,1800,18,radio/TV,good,Young,1
699,40,male,3,rent,1905,15,education,good,Young Adults,1
700,29,female,1,rent,1123,12,furniture/equipment,bad,Young,0
701,46,male,2,free,6331,48,car,bad,Senior,0
702,47,female,2,free,1377,24,radio/TV,good,Senior,1
703,41,male,2,own,2503,30,business,good,Senior,1
704,32,female,2,own,2528,27,business,good,Young Adults,1
705,35,female,2,free,5324,15,car,good,Young Adults,1
706,24,male,2,own,6560,48,car,bad,Young,0
707,25,female,2,rent,2969,12,furniture/equipment,bad,Young,0
708,25,female,2,own,1206,9,radio/TV,good,Young,1
709,37,male,1,own,2118,9,radio/TV,good,Young Adults,1
710,32,male,3,own,629,18,radio/TV,good,Young Adults,1
711,35,female,2,free,1198,6,education,bad,Young Adults,0
712,46,male,3,own,2476,21,car,good,Senior,1
713,25,male,1,own,1138,9,radio/TV,good,Young,1
714,27,male,3,own,14027,60,car,bad,Young,0
715,63,male,2,own,7596,30,car,good,Elder,1
716,40,male,2,own,3077,30,radio/TV,good,Young Adults,1
717,32,male,3,free,1505,18,radio/TV,good,Young Adults,1
718,31,male,2,own,3148,24,radio/TV,good,Young Adults,1
719,31,male,2,own,6148,20,car,good,Young Adults,1
720,34,male,3,own,1337,9,radio/TV,bad,Young Adults,0
721,24,female,2,rent,433,6,education,bad,Young,0
722,24,female,1,own,1228,12,car,bad,Young,0
723,66,female,1,own,790,9,radio/TV,good,Elder,1
724,21,female,2,rent,2570,27,car,bad,Young,0
725,41,female,1,own,250,6,car,good,Senior,1
726,47,male,1,own,1316,15,radio/TV,good,Senior,1
727,25,female,2,rent,1882,18,radio/TV,bad,Young,0
728,59,female,2,rent,6416,48,business,bad,Elder,0
729,36,male,2,own,1275,24,business,good,Young Adults,1
730,33,male,2,own,6403,24,radio/TV,good,Young Adults,1
731,21,male,1,rent,1987,24,radio/TV,bad,Young,0
732,44,female,1,own,760,8,radio/TV,good,Senior,1
733,28,female,2,rent,2603,24,car,good,Young,1
734,37,female,2,own,3380,4,car,good,Young Adults,1
735,29,female,0,own,3990,36,domestic appliances,good,Young,1
736,23,female,3,rent,11560,24,car,bad,Young,0
737,35,male,1,own,4380,18,car,good,Young Adults,1
738,45,male,3,own,6761,6,car,good,Senior,1
739,26,female,1,rent,4280,30,business,bad,Young,0
740,32,male,2,own,2325,24,car,good,Young Adults,1
741,23,male,1,own,1048,10,radio/TV,good,Young,1
742,41,male,2,own,3160,21,radio/TV,good,Senior,1
743,22,male,2,own,2483,24,furniture/equipment,good,Young,1
744,30,male,3,own,14179,39,furniture/equipment,good,Young Adults,1
745,28,male,1,own,1797,13,business,good,Young,1
746,23,female,2,rent,2511,15,car,good,Young,1
747,37,female,1,own,1274,12,car,bad,Young Adults,0
748,26,male,2,own,5248,21,car,good,Young,1
749,33,male,2,own,3029,15,car,good,Young Adults,1
750,49,female,2,own,428,6,furniture/equipment,good,Senior,1
751,23,female,1,own,976,18,car,bad,Young,0
752,23,female,1,rent,841,12,business,good,Young,1
753,25,female,2,own,5771,30,radio/TV,good,Young,1
754,55,male,2,free,1555,12,repairs,bad,Senior,0
755,32,female,2,rent,1285,24,car,bad,Young Adults,0
756,74,male,0,own,1299,6,car,good,Elder,1
757,39,male,2,free,1271,15,radio/TV,bad,Young Adults,0
758,31,male,2,own,1393,24,car,good,Young Adults,1
759,35,male,2,own,691,12,car,bad,Young Adults,0
760,59,female,2,own,5045,15,car,good,Elder,1
761,24,female,2,rent,2124,18,furniture/equipment,bad,Young,0
762,24,male,1,own,2214,12,radio/TV,good,Young,1
763,30,male,3,free,12680,21,car,bad,Young Adults,0
764,27,male,2,own,2463,24,car,good,Young,1
765,40,male,1,own,1155,12,radio/TV,good,Young Adults,1
766,31,male,1,own,3108,30,furniture/equipment,bad,Young Adults,0
767,31,female,2,rent,2901,10,car,good,Young Adults,1
768,28,male,2,rent,3617,12,furniture/equipment,good,Young,1
769,63,male,1,own,1655,12,radio/TV,good,Elder,1
770,26,female,2,rent,2812,24,car,good,Young,1
771,25,female,3,own,8065,36,education,bad,Young,0
772,36,male,3,own,3275,21,car,good,Young Adults,1
773,52,male,2,own,2223,24,radio/TV,good,Senior,1
774,66,male,0,free,1480,12,car,good,Elder,1
775,25,female,2,rent,1371,24,car,bad,Young,0
776,37,male,2,own,3535,36,car,good,Young Adults,1
777,25,female,2,own,3509,18,radio/TV,good,Young,1
778,38,male,3,own,5711,36,car,good,Young Adults,1
779,67,female,2,own,3872,18,repairs,good,Elder,1
780,25,male,2,own,4933,39,radio/TV,bad,Young,0
781,60,male,2,own,1940,24,car,good,Elder,1
782,31,male,1,own,1410,12,education,good,Young Adults,1
783,23,female,1,own,836,12,car,bad,Young,0
784,60,male,3,own,6468,20,car,good,Elder,1
785,35,male,1,own,1941,18,business,good,Young Adults,1
786,40,male,2,own,2675,22,radio/TV,good,Young Adults,1
787,38,male,2,own,2751,48,car,good,Young Adults,1
788,50,male,2,free,6224,48,education,bad,Senior,0
789,27,male,2,own,5998,40,education,bad,Young,0
790,39,female,2,own,1188,21,business,bad,Young Adults,0
791,41,male,3,own,6313,24,car,good,Senior,1
792,27,male,2,own,1221,6,furniture/equipment,good,Young,1
793,51,male,2,free,2892,24,furniture/equipment,good,Senior,1
794,32,male,2,rent,3062,24,furniture/equipment,good,Young Adults,1
795,22,female,2,rent,2301,9,furniture/equipment,good,Young,1
796,51,male,2,free,7511,18,car,bad,Senior,0
797,22,female,1,rent,1258,12,furniture/equipment,good,Young,1
798,54,male,2,own,717,24,car,good,Senior,1
799,35,male,0,own,1549,9,car,good,Young Adults,1
800,54,male,2,free,1597,24,education,good,Senior,1
801,48,female,1,rent,1795,18,radio/TV,good,Senior,1
802,24,female,2,own,4272,20,furniture/equipment,good,Young,1
803,35,male,2,own,976,12,radio/TV,good,Young Adults,1
804,24,female,0,rent,7472,12,car,good,Young,1
805,24,male,2,own,9271,36,car,bad,Young,0
806,26,male,1,own,590,6,radio/TV,good,Young,1
807,65,male,2,own,930,12,radio/TV,good,Elder,1
808,55,male,3,free,9283,42,car,good,Senior,1
809,26,female,0,rent,1778,15,car,bad,Young,0
810,26,male,2,own,907,8,business,good,Young,1
811,28,male,1,own,484,6,radio/TV,good,Young,1
812,24,male,2,own,9629,36,car,bad,Young,0
813,54,male,2,own,3051,48,domestic appliances,bad,Senior,0
814,46,male,2,free,3931,48,car,bad,Senior,0
815,54,female,2,rent,7432,36,car,good,Senior,1
816,62,male,2,own,1338,6,domestic appliances,good,Elder,1
817,24,female,2,rent,1554,6,radio/TV,good,Young,1
818,43,male,3,own,15857,36,vacation/others,good,Senior,1
819,26,male,2,own,1345,18,radio/TV,bad,Young,0
820,27,male,2,own,1101,12,car,good,Young,1
821,24,male,2,own,3016,12,radio/TV,good,Young,1
822,41,male,2,own,2712,36,furniture/equipment,bad,Senior,0
823,47,male,1,own,731,8,car,good,Senior,1
824,35,male,3,own,3780,18,furniture/equipment,good,Young Adults,1
825,30,male,2,own,1602,21,car,good,Young Adults,1
826,33,female,2,rent,3966,18,car,bad,Young Adults,0
827,36,male,2,own,4165,18,business,bad,Young Adults,0
828,47,male,2,free,8335,36,car,bad,Senior,0
829,38,male,2,free,6681,48,business,good,Young Adults,1
830,44,male,2,own,2375,24,business,good,Senior,1
831,23,female,2,rent,1216,18,car,bad,Young,0
832,29,male,2,rent,11816,45,business,bad,Young,0
833,42,female,2,own,5084,24,radio/TV,good,Senior,1
834,25,female,1,own,2327,15,radio/TV,bad,Young,0
835,48,male,2,own,1082,12,car,bad,Senior,0
836,21,female,2,own,886,12,radio/TV,good,Young,1
837,23,female,1,rent,601,4,furniture/equipment,good,Young,1
838,63,male,2,own,2957,24,car,good,Elder,1
839,46,male,2,own,2611,24,radio/TV,good,Senior,1
840,29,male,2,own,5179,36,furniture/equipment,bad,Young,0
841,28,male,1,own,2993,21,car,good,Young,1
842,23,female,2,own,1943,18,repairs,bad,Young,0
843,50,male,2,own,1559,24,business,good,Senior,1
844,47,male,2,own,3422,18,furniture/equipment,good,Senior,1
845,35,male,2,own,3976,21,furniture/equipment,good,Young Adults,1
846,68,male,2,rent,6761,18,car,bad,Elder,0
847,28,male,2,own,1249,24,car,good,Young,1
848,59,male,2,own,1364,9,radio/TV,good,Elder,1
849,57,male,1,own,709,12,radio/TV,bad,Elder,0
850,33,male,2,rent,2235,20,car,bad,Young Adults,0
851,43,male,2,own,4042,24,car,good,Senior,1
852,35,male,2,free,1471,15,radio/TV,good,Young Adults,1
853,32,male,1,free,1442,18,car,bad,Young Adults,0
854,45,male,2,own,10875,36,car,good,Senior,1
855,33,male,2,own,1474,24,car,good,Young Adults,1
856,40,female,2,own,894,10,education,good,Young Adults,1
857,28,male,2,free,3343,15,furniture/equipment,good,Young,1
858,29,female,2,own,3959,15,car,bad,Young,0
859,26,male,2,rent,3577,9,car,good,Young,1
860,27,male,2,own,5804,24,car,good,Young,1
861,28,male,2,own,2169,18,business,bad,Young,0
862,35,female,2,own,2439,24,radio/TV,bad,Young Adults,0
863,32,male,1,own,4526,27,furniture/equipment,good,Young Adults,1
864,25,male,1,rent,2210,10,furniture/equipment,bad,Young,0
865,20,female,2,rent,2221,15,furniture/equipment,good,Young,1
866,27,female,2,own,2389,18,radio/TV,good,Young,1
867,42,male,2,own,3331,12,furniture/equipment,good,Senior,1
868,37,male,2,own,7409,36,business,good,Young Adults,1
869,24,female,2,rent,652,12,furniture/equipment,good,Young,1
870,40,female,2,own,7678,36,furniture/equipment,good,Young Adults,1
871,46,male,2,own,1343,6,car,good,Senior,1
872,26,male,2,own,1382,24,business,good,Young,1
873,24,female,2,own,874,15,domestic appliances,good,Young,1
874,29,male,1,own,3590,12,furniture/equipment,good,Young,1
875,40,female,2,own,1322,11,car,good,Young Adults,1
876,36,male,3,free,1940,18,radio/TV,good,Young Adults,1
877,28,male,2,own,3595,36,radio/TV,good,Young,1
878,27,male,3,free,1422,9,car,bad,Young,0
879,36,male,2,own,6742,30,radio/TV,good,Young Adults,1
880,38,male,3,own,7814,24,car,good,Young Adults,1
881,48,male,2,free,9277,24,car,good,Senior,1
882,36,male,2,own,2181,30,car,good,Young Adults,1
883,65,female,0,own,1098,18,radio/TV,good,Elder,1
884,43,male,2,own,4057,24,furniture/equipment,bad,Senior,0
885,53,female,2,own,795,12,education,bad,Senior,0
886,34,male,2,own,2825,24,business,good,Young Adults,1
887,23,male,2,own,15672,48,business,bad,Young,0
888,34,male,3,own,6614,36,car,good,Young Adults,1
889,40,male,2,rent,7824,28,car,good,Young Adults,1
890,43,male,3,own,2442,27,business,good,Senior,1
891,46,male,2,own,1829,15,radio/TV,good,Senior,1
892,38,male,1,own,2171,12,car,good,Young Adults,1
893,34,male,2,own,5800,36,car,good,Young Adults,1
894,29,male,2,own,1169,18,radio/TV,good,Young,1
895,31,male,3,own,8947,36,car,good,Young Adults,1
896,28,female,3,rent,2606,21,radio/TV,good,Young,1
897,35,female,2,own,1592,12,furniture/equipment,good,Young Adults,1
898,33,female,1,rent,2186,15,furniture/equipment,good,Young Adults,1
899,42,male,2,own,4153,18,furniture/equipment,bad,Senior,0
900,43,male,2,rent,2625,16,car,bad,Senior,0
901,44,male,2,own,3485,20,car,good,Senior,1
902,42,male,2,free,10477,36,car,good,Senior,1
903,40,male,2,rent,1386,15,radio/TV,good,Young Adults,1
904,36,male,3,own,1278,24,radio/TV,good,Young Adults,1
905,20,male,3,rent,1107,12,radio/TV,good,Young,1
906,24,male,1,own,3763,21,car,good,Young,1
907,27,male,2,own,3711,36,education,good,Young,1
908,46,female,1,own,3594,15,car,good,Senior,1
909,33,female,1,own,3195,9,car,good,Young Adults,1
910,34,female,2,own,4454,36,radio/TV,good,Young Adults,1
911,25,female,1,own,4736,24,furniture/equipment,bad,Young,0
912,25,female,2,own,2991,30,radio/TV,good,Young,1
913,28,male,2,own,2142,11,business,good,Young,1
914,31,male,2,rent,3161,24,business,bad,Young Adults,0
915,32,female,3,own,18424,48,vacation/others,bad,Young Adults,0
916,32,male,2,own,2848,10,car,good,Young Adults,1
917,68,male,3,own,14896,6,car,bad,Elder,0
918,33,male,2,own,2359,24,furniture/equipment,bad,Young Adults,0
919,39,male,3,rent,3345,24,furniture/equipment,bad,Young Adults,0
920,28,female,2,own,1817,18,furniture/equipment,good,Young,1
921,37,male,3,own,12749,48,radio/TV,good,Young Adults,1
922,22,female,2,rent,1366,9,radio/TV,bad,Young,0
923,30,male,2,rent,2002,12,car,good,Young Adults,1
924,55,male,2,own,6872,24,furniture/equipment,bad,Senior,0
925,46,male,2,own,697,12,car,bad,Senior,0
926,21,female,2,rent,1049,18,furniture/equipment,good,Young,1
927,39,male,2,free,10297,48,car,bad,Young Adults,0
928,58,male,2,own,1867,30,radio/TV,good,Elder,1
929,43,male,1,own,1344,12,car,good,Senior,1
930,24,male,1,own,1747,24,furniture/equipment,good,Young,1
931,22,female,2,own,1670,9,radio/TV,bad,Young,0
932,30,male,2,own,1224,9,car,good,Young Adults,1
933,42,male,2,own,522,12,radio/TV,good,Senior,1
934,23,female,2,own,1498,12,radio/TV,good,Young,1
935,30,male,3,own,1919,30,radio/TV,bad,Young Adults,0
936,28,female,1,own,745,9,radio/TV,bad,Young,0
937,30,male,3,rent,2063,6,radio/TV,good,Young Adults,1
938,42,male,2,free,6288,60,education,bad,Senior,0
939,46,male,3,own,6842,24,car,good,Senior,1
940,45,male,3,own,3527,12,car,good,Senior,1
941,31,male,1,own,1546,10,car,good,Young Adults,1
942,31,male,2,own,929,24,furniture/equipment,good,Young Adults,1
943,42,male,1,own,1455,4,car,good,Senior,1
944,46,female,2,rent,1845,15,furniture/equipment,good,Senior,1
945,30,female,2,own,8358,48,car,good,Young Adults,1
946,30,male,2,free,3349,24,furniture/equipment,bad,Young Adults,0
947,38,male,3,own,2859,12,car,good,Young Adults,1
948,43,male,1,own,1533,18,furniture/equipment,bad,Senior,0
949,31,male,2,own,3621,24,radio/TV,bad,Young Adults,0
950,40,male,0,own,3590,18,business,good,Young Adults,1
951,24,male,2,own,2145,36,business,bad,Young,0
952,28,female,2,rent,4113,24,car,bad,Young,0
953,26,female,3,own,10974,36,furniture/equipment,bad,Young,0
954,29,female,2,own,1893,12,car,good,Young,1
955,57,female,3,rent,1231,24,radio/TV,good,Elder,1
956,49,male,1,own,3656,30,radio/TV,good,Senior,1
957,37,male,1,own,1154,9,radio/TV,good,Young Adults,1
958,45,male,1,own,4006,28,car,bad,Senior,0
959,30,male,2,free,3069,24,furniture/equipment,good,Young Adults,1
960,30,male,2,rent,1740,6,radio/TV,good,Young Adults,1
961,47,male,2,own,2353,21,car,good,Senior,1
962,29,male,2,own,3556,15,car,good,Young,1
963,35,male,2,own,2397,24,radio/TV,bad,Young Adults,0
964,22,male,1,own,454,6,repairs,good,Young,1
965,26,female,2,own,1715,30,radio/TV,good,Young,1
966,23,male,1,own,2520,27,radio/TV,bad,Young,0
967,54,female,3,rent,3568,15,radio/TV,good,Senior,1
968,29,male,2,rent,7166,42,radio/TV,good,Young,1
969,40,male,1,own,3939,11,car,good,Young Adults,1
970,22,male,2,own,1514,15,repairs,good,Young,1
971,43,male,1,own,7393,24,car,good,Senior,1
972,29,female,0,rent,1193,24,car,bad,Young,0
973,36,male,2,rent,7297,60,business,bad,Young Adults,0
974,33,female,2,own,2831,30,radio/TV,good,Young Adults,1
975,57,female,1,own,1258,24,radio/TV,good,Elder,1
976,64,female,2,own,753,6,radio/TV,good,Elder,1
977,42,male,2,own,2427,18,business,good,Senior,1
978,47,male,1,own,2538,24,car,bad,Senior,0
979,25,male,2,rent,1264,15,car,bad,Young,0
980,49,male,2,own,8386,30,furniture/equipment,bad,Senior,0
981,33,male,3,rent,4844,48,business,bad,Young Adults,0
982,28,female,3,own,2923,21,car,good,Young,1
983,26,male,2,own,8229,36,car,bad,Young,0
984,30,male,1,own,2028,24,furniture/equipment,good,Young Adults,1
985,25,female,2,rent,1433,15,furniture/equipment,good,Young,1
986,33,male,2,own,6289,42,business,good,Young Adults,1
987,64,female,2,own,1409,13,radio/TV,good,Elder,1
988,29,male,3,free,6579,24,car,good,Young,1
989,48,male,1,own,1743,24,radio/TV,good,Senior,1
990,37,male,1,own,3565,12,education,good,Young Adults,1
